rpm,motor_power,torque,outlet_pressure_bar,air_flow,noise_db,outlet_temp,oil_tank_temp,vibration,tp2_pressure,tp3_pressure,metro_oil_temp,motor_current,dv_pressure,supply_temp,return_temp,humidity,hvac_power,energy,ac_type,failure_score,failure,risk_level
497,2482.991985,51.008499,3.18,303.3683474,39.99023955,90.02343237,45.98193296,1.5392824669999998,-0.0120000000000004,9.34,53.47500000000001,0.04,-0.0240000000000009,19.76,20.17,73.080002,0.0,0.0,Centralized_AC,81.050868035,1,HIGH
499,2517.822349,48.97078968,3.232,303.0956054,42.70558327,87.72808043,45.97617036,1.5603664596666666,-0.0120000000000004,9.34,53.60000000000001,0.04,-0.0240000000000009,19.75,20.17,73.449997,0.0,0.0,Centralized_AC,81.62085138799999,1,HIGH
515,2639.245137,50.26904579,3.373,302.6813884,40.88429156,89.66963092,45.92080574,1.566010167,-0.0120000000000004,9.338,53.60000000000001,0.04,-0.0219999999999984,19.73,20.17,73.580002,0.0,0.0,Centralized_AC,82.28435647399999,1,HIGH
487,2600.936031,52.73840042,3.489,302.1964911,40.44102067,88.32995171,45.97015079,1.664880288,-0.0120000000000004,9.338,53.60000000000001,0.0424999999999995,-0.0219999999999984,19.709999,20.154999,73.75,0.0,0.0,Cassette_AC,85.081549668,1,HIGH
484,2748.491491,55.50306442,3.805,302.0742894,42.33501528,89.60860107,45.96742816,1.7445975333333335,-0.0120000000000004,9.336,53.42499999999998,0.0424999999999995,-0.0219999999999984,19.674999,20.135,73.949997,0.0,0.0,Cassette_AC,88.70882855949999,1,HIGH
499,2907.767162,59.11908915,4.011,302.0666196,41.51596648,93.72420066,45.9972064,1.7644802466666665,-0.0120000000000004,9.336,53.60000000000001,0.04,-0.0219999999999984,19.66,20.115,74.199997,0.0,0.0,Centralized_AC,90.622852537,1,HIGH
519,3057.346593,60.74624247,4.15,301.9805614,41.59282223,94.5375794,45.95497307,1.7847524393333334,-0.0120000000000004,9.334,53.525000000000006,0.0424999999999995,-0.0219999999999984,19.629999,20.105,74.379997,0.0,0.0,Cassette_AC,91.72439136450001,1,HIGH
504,3073.175475,59.05356853,4.298,301.5731622,41.51096013,96.55791787,46.00290651,1.8497697636666668,-0.0120000000000004,9.332,53.525000000000006,0.04,-0.0219999999999984,19.574999,20.074999,74.659996,0.0,0.0,Normal_AC,94.463216397,1,HIGH
511,3102.176151,59.94363704,4.305,301.3628983,41.93102036,93.55442514,45.95519563,1.8434116923333335,-0.0120000000000004,9.332,53.45,0.04,-0.0219999999999984,19.535,20.059999,75.080002,0.0,0.0,Centralized_AC,93.598610109,1,HIGH
486,3068.064062,63.04994628,4.458,300.9608802,42.232812,96.63610435,45.92725405,1.890290403,-0.0120000000000004,9.332,53.55000000000001,0.04,-0.0219999999999984,19.5,20.035,75.5,0.0,0.0,Cassette_AC,96.1266599775,1,HIGH
519,3343.949716,62.46944488,4.702,300.4729143,41.18664836,94.59973297,45.96285498,1.9358085593333332,-0.0120000000000004,9.33,53.55000000000001,0.04,-0.0240000000000009,19.449999,20.029999,76.040001,0.0,0.0,Centralized_AC,97.3141872765,1,HIGH
499,3295.133032,65.65705655,4.797,300.4365268,43.83011576,97.88811204,46.08073681,2.0040737196666663,-0.0139999999999993,9.328,53.525000000000006,0.04,-0.0240000000000009,19.42,19.984999,76.279999,0.0,0.0,Normal_AC,100.77075696399997,1,HIGH
507,3353.547507,63.3537573,4.826,300.3715821,40.69555063,95.67248974,45.97519843,1.9899663273333335,-0.0139999999999993,9.326,53.60000000000001,0.0424999999999995,-0.0219999999999984,20.754999,22.094999,67.260002,2.964,5.0,Centralized_AC,99.38194484949999,1,HIGH
519,3540.245236,65.7323149,5.081,300.1869903,40.84450665,96.98733285,46.02134567,2.0749418543333333,-0.0120000000000004,9.328,53.42499999999998,0.04,-0.0219999999999984,18.07,22.01,74.989998,2.988,7.0,Centralized_AC,102.79176484,1,HIGH
506,3558.795547,70.24487996,5.249,300.0782564,42.69870423,100.7936137,46.04992931,2.1443659076666663,-0.0120000000000004,9.326,53.47500000000001,0.04,-0.0240000000000009,17.529999,21.885,77.0,2.964,8.0,Centralized_AC,106.44018628949998,1,HIGH
503,3653.238888,73.38737813,5.468,299.8205677,41.07749961,98.10394676,45.99592217,2.2348138546666667,-0.0120000000000004,9.324,53.45,0.04,-0.0219999999999984,17.744999,21.764999,76.779999,2.904,7.0,Cassette_AC,108.67602727149998,1,HIGH
506,3803.815172,76.46071584,5.727,299.4595744,45.41681996,101.5377561,46.04821753,2.2950551320000003,-0.0120000000000004,9.326,53.49999999999999,0.0375000000000005,-0.0219999999999984,17.984999,21.715,76.290001,2.988,8.0,Normal_AC,112.510115979,1,HIGH
507,3923.399868,77.10048835,5.956,298.9997834,44.26782869,104.428863,46.04861886,2.384576103,-0.0120000000000004,9.324,53.49999999999999,0.04,-0.0219999999999984,17.789999,21.684999,77.009995,2.94,7.0,Normal_AC,116.20467314350002,1,HIGH
489,3918.351115,80.04373116,6.167,298.9885158,41.37911301,105.3707421,46.04465439,2.5318181616666666,-0.0120000000000004,9.322,53.49999999999999,0.04,-0.0240000000000009,18.164999,21.664999,76.159996,2.988,7.0,Cassette_AC,120.8460973265,1,HIGH
503,4116.520021,79.55649206,6.39,298.7997214,45.30573555,103.6020847,46.05458684,2.566905397,-0.0139999999999993,9.32,53.49999999999999,0.04,-0.0219999999999984,17.934999,21.645,76.939995,3.108,8.0,Cassette_AC,122.4915434175,1,HIGH
504,4238.49571,83.9107575,6.623,298.4070415,44.89159866,104.3869785,46.14257671,2.6675464146666665,-0.0120000000000004,9.318,53.47500000000001,0.04,-0.0219999999999984,15.764999,21.594999,84.699997,5.256,11.0,Normal_AC,126.11087686399999,1,HIGH
511,4300.870611,80.54545469,6.644,298.0196563,40.65687955,106.748408,46.13172068,2.6549328746666667,-0.0120000000000004,9.318,53.49999999999999,0.04,-0.0219999999999984,15.87,21.494999,84.009995,5.268,13.0,Normal_AC,125.72962017249998,1,HIGH
499,4329.087385,83.84437754,6.86,297.8124752,42.90707432,106.8073654,46.11326045,2.800747859,-0.0120000000000004,9.318,53.47500000000001,0.04,-0.0240000000000009,16.295,21.455,84.069996,5.268,14.0,Normal_AC,130.888338268,1,HIGH
500,1402.424603,26.91957192,1.0,308.2705663,45.46106943,78.29331063,45.87909428,1.244748976,-0.0120000000000004,9.318,53.47500000000001,0.04,-0.0219999999999984,17.355,21.439999,84.129997,5.28,13.0,Centralized_AC,65.74295735199999,0,MEDIUM
490,1501.475814,33.41464913,1.224,307.8161923,45.08525152,78.49505333,45.82827516,1.2935465720000001,-0.0120000000000004,9.316,53.49999999999999,0.04,-0.0219999999999984,17.885,21.465,82.209999,5.196,13.0,Centralized_AC,67.6489482205,0,MEDIUM
513,1555.192258,29.37853308,1.265,307.3618182,45.26179296,80.25111233,45.86915286,1.2623127539999999,-0.0120000000000004,9.314,53.49999999999999,0.04,-0.0240000000000009,17.41,21.484999,81.299995,2.964,8.0,Cassette_AC,67.2594296465,0,MEDIUM
517,1648.947124,35.2854888,1.441,307.1537379,45.86545502,79.07601804,45.86344588,1.2813065113333333,-0.0139999999999993,9.312,53.55000000000001,0.04,-0.0219999999999984,17.129999,21.455,81.589996,2.94,8.0,Normal_AC,67.978018103,0,MEDIUM
508,1785.392642,36.80446155,1.742,306.9943076,45.61937368,80.9530371,45.83295442,1.301055928,-0.0120000000000004,9.312,53.60000000000001,0.04,-0.0219999999999984,17.02,21.434999,81.729996,2.964,7.0,Centralized_AC,69.604843167,0,MEDIUM
505,1811.433133,36.0816261,1.793,306.7937024,45.25459693,82.35559998,45.85235511,1.3400125876666669,-0.0120000000000004,9.312,53.525000000000006,0.0424999999999995,-0.0219999999999984,16.975,21.434999,82.089996,2.976,8.0,Centralized_AC,71.1719671645,1,HIGH
482,1834.772987,38.72843728,1.927,306.6280217,45.49422966,83.22880203,45.91764587,1.3670089570000001,-0.0120000000000004,9.31,53.42499999999998,0.04,-0.0219999999999984,16.93,21.434999,82.459999,2.964,7.0,Centralized_AC,72.5036036665,1,HIGH
517,2002.786974,37.27470977,2.122,306.2327583,46.99470361,85.5351084,45.87135222,1.3493922170000001,-0.0139999999999993,9.31,53.47500000000001,0.04,-0.0219999999999984,16.98,21.434999,82.529999,2.964,8.0,Normal_AC,73.1667491515,1,HIGH
498,1984.749272,38.66741058,2.173,306.2281381,46.83658925,85.61756805,45.93199392,1.3901924616666665,-0.0120000000000004,9.308,53.525000000000006,0.04,-0.0219999999999984,17.01,21.404999,82.459999,2.976,7.0,Cassette_AC,74.48965425,1,HIGH
489,2112.271255,41.87783853,2.474,305.866147,46.11918029,85.53087871,45.87207636,1.4368108473333334,-0.0139999999999993,9.308,53.42499999999998,0.04,-0.0219999999999984,17.23,21.434999,81.839996,2.952,7.0,Centralized_AC,76.36092214099999,1,HIGH
520,2355.787294,43.40496396,2.797,305.3972768,45.22311233,87.75630553,45.93401071,1.4949579053333333,-0.0120000000000004,9.306,53.49999999999999,0.04,-0.0240000000000009,17.059999,21.475,82.759995,2.904,8.0,Cassette_AC,79.173280392,1,HIGH
512,2478.221435,47.62825407,3.075,305.3607765,46.39245457,89.7121496,45.94277877,1.5507972216666666,-0.0139999999999993,9.304,53.42499999999998,0.04,-0.0219999999999984,17.119999,21.504999,82.82,2.952,8.0,Normal_AC,82.0688222355,1,HIGH
480,2422.023308,52.23484179,3.162,305.0503778,45.68509017,86.51052897,45.89754923,1.5887670576666668,-0.0139999999999993,9.304,53.400000000000006,0.0424999999999995,-0.0219999999999984,17.109999,21.525,83.099998,2.964,7.0,Cassette_AC,82.475907498,1,HIGH
485,2439.42767,49.98171448,3.173,304.6230742,45.20030141,89.82829622,45.91973771,1.593719912,-0.0120000000000004,9.304,53.42499999999998,0.04,-0.0219999999999984,17.190001,21.57,82.970001,2.976,7.0,Centralized_AC,83.4027166265,1,HIGH
498,2528.641967,50.69508619,3.257,304.1922951,47.99860033,90.52375429,45.97345335,1.597538128,-0.0120000000000004,9.302,53.42499999999998,0.04,-0.0240000000000009,17.190001,21.615,83.18,2.976,7.0,Normal_AC,84.27887246199998,1,HIGH
519,2669.077901,49.73895551,3.396,304.1327756,47.01835973,87.80181787,45.92415777,1.6020690746666666,-0.0120000000000004,9.302,53.525000000000006,0.04,-0.0219999999999984,17.26,21.645,83.019997,2.976,9.0,Normal_AC,83.865280667,1,HIGH
499,2746.272879,57.02614992,3.693,303.9285864,48.67833425,88.99127059,45.98359818,1.6581484806666669,-0.0120000000000004,9.3,53.400000000000006,0.04,-0.0219999999999984,17.234999,21.664999,83.129997,2.976,7.0,Normal_AC,86.688022205,1,HIGH
493,2774.704208,57.07672292,3.802,303.9231799,46.54078969,90.60034785,45.92702793,1.7062466330000001,-0.0120000000000004,9.3,53.42499999999998,0.0424999999999995,-0.0240000000000009,17.209999,21.6449995,83.229996,2.976,7.0,Normal_AC,88.431104406,1,HIGH
515,2948.348929,59.27152009,3.969,303.4367505,48.15429659,93.95435636,46.00122016,1.729492776,-0.0120000000000004,9.298,53.400000000000006,0.04,-0.0240000000000009,17.254999,21.625,83.080002,2.976,7.0,Normal_AC,90.5425168585,1,HIGH
482,2944.92615,60.10154207,4.231,303.0072214,48.76647821,92.90351642,45.97529246,1.8243585523333337,-0.0120000000000004,9.298,53.375,0.04,-0.0219999999999984,17.27,21.615,82.989998,2.94,7.0,Cassette_AC,93.74160740650001,1,HIGH
501,3029.292703,59.82043295,4.245,302.7244621,47.82468403,95.33539231,45.97385239,1.8191593499999998,-0.0120000000000004,9.296,53.375,0.04,-0.0240000000000009,17.32,21.584999,82.909996,2.976,9.0,Normal_AC,94.08033118199998,1,HIGH
493,3038.031736,63.46071,4.324,302.5420628,47.78189119,94.43035748,45.97103817,1.8317525453333332,-0.0139999999999993,9.294,53.400000000000006,0.04,-0.0240000000000009,17.18,21.594999,83.309998,2.976,7.0,Cassette_AC,94.38344940849998,1,HIGH
489,3131.768772,61.94397068,4.557,302.31443,46.7266056,94.2191745,46.03857261,1.925524978,-0.0139999999999993,9.292,53.400000000000006,0.04,-0.0219999999999984,17.08,21.6,83.589996,2.964,7.0,Normal_AC,97.451533805,1,HIGH
499,3285.868436,65.77609958,4.779,302.0945663,47.03185992,95.5303199,46.05932649,1.9909798166666668,-0.0120000000000004,9.292,53.400000000000006,0.04,-0.0240000000000009,17.109999,21.615,83.470001,2.976,7.0,Normal_AC,100.232753463,1,HIGH
487,3281.325821,68.90798485,4.889,302.0828651,46.49764463,95.92542177,46.02295269,2.0294392706666664,-0.0139999999999993,9.29,53.3,0.04,-0.0240000000000009,17.119999,21.539999,83.5,2.976,9.0,Centralized_AC,101.62518025699998,1,HIGH
502,3406.850567,66.78775465,4.993,302.0687204,49.51166094,95.90213272,46.06638765,2.038680229,-0.0120000000000004,9.292,53.42499999999998,0.04,-0.0240000000000009,17.154999,21.52,83.339996,2.94,7.0,Cassette_AC,102.556689191,1,HIGH
496,3414.718099,69.32299381,5.064,301.8930974,49.62010296,97.15593886,46.00496399,2.078216017666667,-0.0120000000000004,9.29,53.400000000000006,0.04,-0.0219999999999984,17.559999,21.535,82.82,5.208,8.0,Normal_AC,104.21448068900001,1,HIGH
491,3539.191167,72.95071609,5.364,301.714179,50.06455135,97.2913268,46.06254175,2.188577477,-0.0139999999999993,9.288,53.400000000000006,0.0424999999999995,-0.0240000000000009,17.855,21.59,81.229996,5.244,14.0,Normal_AC,108.22633871249998,1,HIGH
497,3664.09957,71.12569908,5.55,301.2357102,48.46102607,98.71395314,46.02637605,2.261303344,-0.0139999999999993,9.286,53.400000000000006,0.04,-0.0240000000000009,17.875,21.635,81.07,5.208,13.0,Centralized_AC,110.89474251549998,1,HIGH
511,3755.938998,74.54147393,5.578,301.155473,49.95342459,100.3991052,45.99482453,2.265972871,-0.0120000000000004,9.286,53.400000000000006,0.04,-0.0219999999999984,17.924999,21.684999,81.259995,5.232,13.0,Centralized_AC,111.7359761185,1,HIGH
494,3792.915861,77.89560172,5.851,300.703402,49.47996807,99.47387857,46.09332121,2.3697655143333334,-0.0139999999999993,9.286,53.55000000000001,0.04,-0.0240000000000009,18.065001,21.754999,80.659996,5.244,12.0,Centralized_AC,115.093430283,1,HIGH
499,3979.845806,79.25647536,6.164,300.4773044,49.16940082,103.1732692,46.09630739,2.4701986146666663,-0.0120000000000004,9.284,53.42499999999998,0.04,-0.0240000000000009,17.99,21.799999,80.989998,5.238,14.0,Centralized_AC,119.61068586299999,1,HIGH
501,4009.857219,76.5550625,6.197,300.4689772,46.30114855,101.6448512,46.06142645,2.486126564333333,-0.0120000000000004,9.284,53.42499999999998,0.0375000000000005,-0.0219999999999984,17.875,21.814999,81.159996,5.232,12.0,Cassette_AC,119.34168201249999,1,HIGH
493,4098.740325,80.15828036,6.486,300.3342935,46.00818928,104.6964598,46.05439598,2.6302340526666668,-0.0120000000000004,9.282,53.57499999999999,0.04,-0.0240000000000009,17.85,21.824999,80.040001,5.208,14.0,Cassette_AC,124.96236492199999,1,HIGH
497,4170.610762,85.0278486,6.568,299.905143,48.53347227,104.7395802,46.07845946,2.6854488866666664,-0.0120000000000004,9.282,53.42499999999998,0.04,-0.0219999999999984,18.145,21.859999,77.839996,5.232,13.0,Normal_AC,127.17238249049998,1,HIGH
482,4196.665915,87.31925261,6.837,299.7180217,48.96047165,107.6375327,46.14661891,2.798275501333334,-0.0120000000000004,9.28,53.45,0.04,-0.0219999999999984,17.934999,21.889999,79.389999,5.232,13.0,Centralized_AC,131.88371896250004,1,HIGH
510,4454.067364,85.36203557,6.964,299.5855381,48.48895855,106.4141897,46.14109148,2.84629436,-0.0120000000000004,9.28,53.400000000000006,0.04,-0.0240000000000009,17.824999,21.904999,78.089996,5.22,13.0,Centralized_AC,133.2017220075,1,HIGH
519,4542.387892,84.92523755,7.018,299.3742666,48.4668842,106.7395144,46.15042766,2.8639007333333333,-0.0120000000000004,9.278,53.400000000000006,0.04,-0.0240000000000009,18.264999,21.895,79.369995,5.184,13.0,Normal_AC,133.91593323,1,HIGH
486,4381.766636,87.91942507,7.153,299.127921,47.89269735,108.9782484,46.08975265,2.964162551,-0.0120000000000004,9.278,53.35000000000001,0.04,-0.0219999999999984,18.014999,21.865,80.790001,5.244,14.0,Centralized_AC,137.6673432325,1,HIGH
512,4621.236783,90.70054192,7.26,298.8812887,47.62351857,107.1143467,46.12946927,2.956017722,-0.0139999999999993,9.276,53.42499999999998,0.0424999999999995,-0.0240000000000009,17.914999,21.84,81.159996,5.196,12.0,Centralized_AC,137.1311461205,1,HIGH
497,1403.720659,27.36495641,1.0,307.8577435,40.48604549,88.68448247,45.9109685,1.262933214,-0.0120000000000004,9.276,53.42499999999998,0.04,-0.0219999999999984,17.859999,21.799999,81.439995,5.244,13.0,Normal_AC,68.140023861,0,MEDIUM
493,1532.11625,34.58468095,1.281,307.769319,40.1433144,87.27497524,45.93160886,1.2838524203333332,-0.0139999999999993,9.274,53.47500000000001,0.04,-0.0240000000000009,18.234999,21.77,81.0,5.196,13.0,Centralized_AC,68.92581358,0,MEDIUM
502,1685.728998,33.81545394,1.563,307.6808946,40.22362807,89.60471894,45.94016457,1.3204017913333332,-0.0139999999999993,9.272,53.47500000000001,0.0424999999999995,-0.0240000000000009,17.914999,21.775,81.739998,5.232,13.0,Cassette_AC,71.18127768549999,1,HIGH
498,1760.777582,35.05950451,1.726,307.220074,40.32688285,89.59898684,45.93301979,1.3043513413333334,-0.0120000000000004,9.27,53.400000000000006,0.04,-0.0219999999999984,18.094999,21.764999,81.720001,5.196,13.0,Cassette_AC,71.0393193775,1,HIGH
516,1888.250878,39.31073115,1.906,306.7881237,41.76093492,93.26320394,45.95086404,1.3290533473333335,-0.0139999999999993,9.27,53.375,0.04,-0.0240000000000009,17.754999,21.789999,82.419998,5.208,14.0,Cassette_AC,73.27154164299999,1,HIGH
481,1831.904424,40.75268971,1.933,306.6786854,40.40056079,91.19256108,45.92386497,1.366642232,-0.0120000000000004,9.27,53.400000000000006,0.04,-0.0240000000000009,18.385,21.1,80.669998,0.0,2.0,Cassette_AC,73.7314913485,1,HIGH
503,1971.024258,40.15997094,2.127,306.4092965,41.03769133,92.42624803,45.9135641,1.357028647,-0.0120000000000004,9.268,53.35000000000001,0.04,-0.0240000000000009,18.885,20.639999,79.259995,0.0,0.0,Normal_AC,74.235075117,1,HIGH
518,2011.502009,39.11857518,2.134,306.0601482,40.27284784,94.82731981,45.98368353,1.349467022,-0.0120000000000004,9.268,53.45,0.04,-0.0219999999999984,19.125,20.41,79.799995,0.0,0.0,Centralized_AC,74.5077677885,1,HIGH
491,2106.787074,45.04565868,2.453,305.6765199,41.92570635,93.68719033,46.01084567,1.438250346,-0.0139999999999993,9.268,53.400000000000006,0.04,-0.0240000000000009,19.219999,20.279999,79.559998,0.0,0.0,Centralized_AC,77.77216391500001,1,HIGH
505,2207.704967,45.36711156,2.585,305.5826671,41.87636075,94.95319161,46.01757749,1.4348246043333333,-0.0120000000000004,9.266,53.42499999999998,0.04,-0.0219999999999984,19.199999,20.189999,79.879997,0.0,0.0,Centralized_AC,78.242490145,1,HIGH
483,2192.022609,47.99752913,2.671,305.1771173,41.75026186,96.90169606,46.03911604,1.469304191,-0.0120000000000004,9.264,53.375,0.04,-0.0219999999999984,19.174999,20.115,80.269997,0.0,0.0,Cassette_AC,79.91708902399999,1,HIGH
487,2316.47263,47.30228713,2.899,304.7293329,41.18627552,96.13213017,45.97902597,1.5352948173333332,-0.0139999999999993,9.264,53.400000000000006,0.04,-0.0219999999999984,19.135,20.045,80.439995,0.0,0.0,Normal_AC,82.07581839049999,1,HIGH
490,2440.36301,50.49699486,3.13,304.6045948,42.73225349,98.40115824,46.06351945,1.56725836,-0.0120000000000004,9.264,53.400000000000006,0.04,-0.0219999999999984,19.109999,19.984999,80.409996,0.0,0.0,Normal_AC,84.29587838350001,1,HIGH
503,2559.553537,52.78810955,3.298,304.1587473,41.6820583,97.24404886,46.09333301,1.5816609183333334,-0.0120000000000004,9.262,53.400000000000006,0.04,-0.0219999999999984,19.094999,19.885,80.619995,0.0,0.0,Cassette_AC,84.61714850999999,1,HIGH
499,2576.72491,53.40512567,3.349,304.1021257,42.92636821,101.2377964,46.03611576,1.593096247,-0.0120000000000004,9.26,53.47500000000001,0.04,-0.0219999999999984,19.074999,19.875,81.229996,0.0,0.0,Normal_AC,86.24729174149999,1,HIGH
489,2592.328416,51.36864375,3.449,303.7970518,39.90321456,101.3140877,46.02633825,1.610589925,-0.0139999999999993,9.26,53.35000000000001,0.04,-0.0219999999999984,19.059999,19.824999,81.529999,0.0,0.0,Normal_AC,86.537701859,1,HIGH
505,2770.172016,56.67065464,3.7,303.431249,40.60649691,103.1701847,46.10524351,1.6770964836666666,-0.0120000000000004,9.258,53.35000000000001,0.04,-0.0219999999999984,19.039999,19.785,81.75,0.0,0.0,Cassette_AC,89.60441522149999,1,HIGH
502,2848.490641,55.47129821,3.878,303.2071229,43.50096873,100.3466209,46.01135105,1.7005242589999998,-0.0120000000000004,9.258,53.325,0.04,-0.0219999999999984,19.014999,19.734999,81.739998,0.0,0.0,Centralized_AC,90.3915283045,1,HIGH
503,3017.657248,62.11745254,4.201,302.8420832,41.46846862,103.8683797,46.08061033,1.7958086089999998,-0.0120000000000004,9.258,53.42499999999998,0.04,-0.0219999999999984,18.984999,19.705,81.779999,0.0,0.0,Normal_AC,94.47162348799999,1,HIGH
483,2993.829726,60.34048465,4.334,302.3441354,39.87901657,105.0432701,46.13208578,1.8677776346666668,-0.0120000000000004,9.256,53.400000000000006,0.04,-0.0219999999999984,18.945,19.654999,81.589996,0.0,0.0,Centralized_AC,96.9519990505,1,HIGH
512,3282.050838,63.66993554,4.641,302.164371,40.40925179,107.4244623,46.09470826,1.9336768199999999,-0.0139999999999993,9.256,53.400000000000006,0.04,-0.0240000000000009,18.93,19.615,81.739998,0.0,0.0,Cassette_AC,100.21780794349999,1,HIGH
513,3336.13036,65.63315017,4.742,302.0774826,44.29076272,108.3211542,46.09999073,1.9819314659999998,-0.0120000000000004,9.252,53.400000000000006,0.04,-0.0240000000000009,18.92,19.594999,82.129997,0.0,0.0,Centralized_AC,102.67384693799998,1,HIGH
488,3323.7359,68.78897729,4.961,301.6433222,44.43109426,104.9989395,46.11922356,2.061720336,-0.0120000000000004,9.252,53.42499999999998,0.04,-0.0219999999999984,18.91,19.574999,82.339996,0.0,0.0,Normal_AC,104.69600909399999,1,HIGH
520,3551.566223,65.43796481,5.095,301.6132782,43.08514647,110.2571427,46.12828548,2.087505987666667,-0.0139999999999993,9.25,53.375,0.0424999999999995,-0.0219999999999984,18.895,19.564999,82.559998,0.0,0.0,Cassette_AC,106.8507372755,1,HIGH
499,3505.287887,67.47351352,5.221,301.1759193,44.24480945,107.6806551,46.07170554,2.127928039,-0.0120000000000004,9.252,53.400000000000006,0.04,-0.0219999999999984,18.84,19.525,82.589996,0.0,0.0,Centralized_AC,107.84472636249998,1,HIGH
